materialSampleID,diseaseTested,diseaseDetected,genus,specificEpithet,country,yearCollected,projectId,scientificName
0,Bd,False,Batrachoseps,pacificus,USA,1949,223,Batrachoseps pacificus
SCZ_55112,Bd,False,Batrachoseps,pacificus,USA,1949,223,Batrachoseps pacificus
SCZ_55113,Bd,False,Batrachoseps,pacificus,USA,1949,223,Batrachoseps pacificus
SCZ_55311,Bd,False,Batrachoseps,pacificus,USA,1949,223,Batrachoseps pacificus
1,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
1,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
2,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
2,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
3,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
3,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
3,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
4,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
4,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
4,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
5,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
5,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
5,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
56,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
56,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
58,Bd,True,litoria,verreauxii,Australia,2013,222,litoria verreauxii
58,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
6,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
6,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
68,Bd,True,litoria,verreauxii,Australia,2013,222,litoria verreauxii
68,Bd,True,litoria,verreauxii,Australia,2013,222,litoria verreauxii
1,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
1,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
608,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
608,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
610,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
610,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
621,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
621,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
628,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
628,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
630,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
630,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
10,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
10,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
11,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
11,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
12,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
12,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
13,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
13,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
14,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
14,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
15,Bd,True,crinia,signifera,Australia,2013,222,crinia signifera
15,Bd,False,crinia,signifera,Australia,2013,222,crinia signifera
28,Bd,True,litoria,verreauxii,Australia,2013,222,litoria verreauxii
28,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
48,Bd,True,litoria,verreauxii,Australia,2013,222,litoria verreauxii
48,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
66,Bd,True,litoria,verreauxii,Australia,2013,222,litoria verreauxii
66,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
71,Bd,True,litoria,verreauxii,Australia,2013,222,litoria verreauxii
71,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
78,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
78,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
80,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
80,Bd,False,litoria,verreauxii,Australia,2013,222,litoria verreauxii
10,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
10,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
11,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
11,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
50,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
50,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
60,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
60,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
61,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
61,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
61,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
8,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
8,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
9,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
9,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
100,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
100,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
101,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
101,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
102,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
102,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
134,Bd,True,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
134,Bd,False,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
135,Bd,True,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
135,Bd,False,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
137,Bd,True,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
137,Bd,False,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
138,Bd,True,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
138,Bd,False,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
140,Bd,True,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
140,Bd,False,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
143,Bd,True,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
143,Bd,False,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
144,Bd,False,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
144,Bd,False,Litoria,verreauxii,Australia,2013,222,Litoria verreauxii
92,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
92,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
92,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
93,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
93,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
93,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
94,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
94,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
94,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
95,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
95,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
95,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
96,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
96,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
97,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
97,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
98,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
98,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
98,Bd,False,Crinia,signifera,Australia,2013,222,Crinia signifera
99,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
99,Bd,True,Crinia,signifera,Australia,2013,222,Crinia signifera
100,Bd,True,Taricha,granulosa,USA,1905,244,Taricha granulosa
100,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1000,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1001,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
10011,Bd,False,Agalychnis,lemur,Costa Rica,1986,255,Agalychnis lemur
10065,Bd,False,Craugastor,ranoides,Costa Rica,1986,255,Craugastor ranoides
10066,Bd,False,Craugastor,ranoides,Costa Rica,1986,255,Craugastor ranoides
10067,Bd,False,Craugastor,ranoides,Costa Rica,1986,255,Craugastor ranoides
10068,Bd,False,Craugastor,andi,Costa Rica,1986,255,Craugastor andi
10069,Bd,False,Craugastor,andi,Costa Rica,1986,255,Craugastor andi
10070,Bd,False,Craugastor,andi,Costa Rica,1986,255,Craugastor andi
10071,Bd,False,Craugastor,andi,Costa Rica,1986,255,Craugastor andi
10072,Bd,False,Craugastor,andi,Costa Rica,1986,255,Craugastor andi
10073,Bd,False,Craugastor,andi,Costa Rica,1986,255,Craugastor andi
10091,Bd,False,Craugastor,andi,Costa Rica,1986,255,Craugastor andi
10092,Bd,False,Craugastor,andi,Costa Rica,1986,255,Craugastor andi
10098,Bd,True,Craugastor,ranoides,Costa Rica,1986,255,Craugastor ranoides
10099,Bd,False,Craugastor,ranoides,Costa Rica,1986,255,Craugastor ranoides
1001.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
100.12,Bd,False,Pristimantis,toftae,Peru,2012,242,Pristimantis toftae
101.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
102.12,Bd,False,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
104.12,Bd,False,Pristimantis,toftae,Peru,2012,242,Pristimantis toftae
105.12,Bd,False,Pristimantis,toftae,Peru,2012,242,Pristimantis toftae
106.12,Bd,False,Pristimantis,toftae,Peru,2012,242,Pristimantis toftae
107.12,Bd,False,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
108.12,Bd,True,Pristimantis,toftae,Peru,2012,242,Pristimantis toftae
109.12,Bd,False,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
110.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
111.12,Bd,False,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
112.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
113.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
114.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
115.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
116.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
117.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
118.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
119.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
120.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
121.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
122.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
123.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
124.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
125.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
126.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
127.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
128.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
129.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
130.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
131.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
132.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
133.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
134.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
135.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
136.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
87.12,Bd,False,Pristimantis,toftae,Peru,2012,242,Pristimantis toftae
88.12,Bd,False,Pristimantis,danae,Peru,2012,242,Pristimantis danae
89.12,Bd,True,Pristimantis,danae,Peru,2012,242,Pristimantis danae
90.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
91.12,Bd,False,Pristimantis,danae,Peru,2012,242,Pristimantis danae
92.12,Bd,True,Pristimantis,danae,Peru,2012,242,Pristimantis danae
93.12,Bd,False,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
94.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
96.12,Bd,False,Pristimantis,danae,Peru,2012,242,Pristimantis danae
97.12,Bd,False,Pristimantis,danae,Peru,2012,242,Pristimantis danae
98.12,Bd,True,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
99.12,Bd,False,Hypsiboas,gladiator,Peru,2012,242,Hypsiboas gladiator
1002,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1004,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1007,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1002.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1003,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1003.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1004.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1005.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1005,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1006,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1006.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1007.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1008.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1008,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1009,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1009.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
101,Bd,True,Taricha,granulosa,USA,1897,244,Taricha granulosa
101,Bd,False,Taricha,granulosa,USA,1897,244,Taricha granulosa
102,Bd,True,Taricha,granulosa,USA,1897,244,Taricha granulosa
102,Bd,False,Taricha,granulosa,USA,1897,244,Taricha granulosa
1010,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1011,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1013,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1070,Bd,False,Taricha,rivularis,USA,1905,244,Taricha rivularis
997,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
999,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1010.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1011.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1012.15,Bd,False,Bryophryne,zonalis,Peru,2015,240,Bryophryne zonalis
1013.15,Bd,False,Bryophryne,zonalis,Peru,2015,240,Bryophryne zonalis
1014.15,Bd,False,Bryophryne,zonalis,Peru,2015,240,Bryophryne zonalis
1015.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1016.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1017.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1018.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1019.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
1020.15,Bd,False,Bryophryne,zonalis,Peru,2015,240,Bryophryne zonalis
101_1S,Bd,False,Anaxyrus,canorus,USA,2011,246,Anaxyrus canorus
1012,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1014,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1016,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1018,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
1020,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
10.12,Bd,False,Psychrophrynella,usurpator,Peru,2012,242,Psychrophrynella usurpator
9.12,Bd,False,Psychrophrynella,usurpator,Peru,2012,242,Psychrophrynella usurpator
10.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
10.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
11.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
11.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
1.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
1.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
12.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
12.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
13.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
13.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
14.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
14.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
15.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
15.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
16.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
16.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
17.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
17.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
2.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
2.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
3.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
3.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
4.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
4.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
5.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
5.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
6.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
6.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
7.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
7.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
8.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
8.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
9.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
9.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
10.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
10.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
11.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
11.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
1.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
1.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
12.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
12.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
13.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
13.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
14.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
14.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
15.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
15.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
16.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
16.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
17.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
17.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
2.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
2.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
3.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
3.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
4.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
4.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
5.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
5.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
6.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
6.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
7.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
7.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
8.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
8.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
9.13,Bsal,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
9.13,Bd,False,Salamandra,salamandra,Italy,2013,243,Salamandra salamandra
1015,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1017,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1019,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1021,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
1021,Bd,False,Taricha,granulosa,USA,1905,244,Taricha granulosa
926,Bd,False,Taricha,torosa,USA,1905,244,Taricha torosa
101568401,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
101568402,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
101568403,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
101568404,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
103797901,Bd,True,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
103800804,Bd,True,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
103800805,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
103800806,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
103800807,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
103800810,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
10183,Bd,False,Craugastor,ranoides,Costa Rica,1987,255,Craugastor ranoides
10186,Bd,False,Craugastor,ranoides,Costa Rica,1987,255,Craugastor ranoides
101933801,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
104000501,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
104000502,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
104000503,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105065001,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105065201,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105065202,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
102000701,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
102000702,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
102000703,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
102000704,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
102000705,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068601,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068602,Bd,True,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068801,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068802,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068803,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068804,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068805,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068806,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105068807,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105069401,Bd,True,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105069402,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105069403,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105069404,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105069405,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
105069406,Bd,False,Anaxyrus,canorus,USA,2010,246,Anaxyrus canorus
1021,Bd,False,Pristimantis,caryophyllaceus,Costa Rica,1966,255,Pristimantis caryophyllaceus
1021,Bd,False,Pristimantis,caryophyllaceus,Costa Rica,1966,255,Pristimantis caryophyllaceus
1022,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1022,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1023,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1023,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1024,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1024,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1025,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1025,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1026,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1026,Bd,False,Agalychnis,lemur,Costa Rica,1966,255,Agalychnis lemur
1021.15,Bd,False,Psychrophrynella,chirihampatu,Peru,2015,240,Psychrophrynella chirihampatu
